"account_id","account_name","industry","country","signup_date","referral_source","plan_tier","seats","is_trial","churn_flag","total_mrr","total_arr","active_subs","total_usage_events","avg_daily_usage","total_errors","unique_features","usage_velocity","ticket_volume","avg_res_time_hrs","high_priority_count","churn_date","is_churned"
"A-e888d1","Company_102","Cybersecurity","US","2023-03-28","other","Pro",14,"False","False",13646,163752,11,52,10.6153846153846,36,31,0.903225806451613,5,43,3,"2023-09-24",1
"A-e888d1","Company_102","Cybersecurity","US","2023-03-28","other","Pro",14,"False","False",13646,163752,11,52,10.6153846153846,36,31,0.903225806451613,5,43,3,"2023-06-06",1
"A-e888d1","Company_102","Cybersecurity","US","2023-03-28","other","Pro",14,"False","False",13646,163752,11,52,10.6153846153846,36,31,0.903225806451613,5,43,3,"2024-11-29",1
"A-69fad4","Company_103","FinTech","UK","2023-04-06","ads","Basic",6,"False","True",8721,104652,7,39,10.5641025641026,24,24,1.17021276595745,4,43,1,"2024-06-17",1
"A-9289f6","Company_104","EdTech","US","2023-05-31","event","Enterprise",1,"False","False",13096,157152,12,68,9.44117647058824,38,33,1.19753086419753,6,37.5,3,"2023-08-24",1
"A-f19409","Company_105","DevTools","US","2023-03-16","other","Basic",23,"False","True",34136,409632,12,62,10.6290322580645,31,33,0.990384615384615,3,6.33333333333333,1,"2023-05-25",1
"A-f19409","Company_105","DevTools","US","2023-03-16","other","Basic",23,"False","True",34136,409632,12,62,10.6290322580645,31,33,0.990384615384615,3,6.33333333333333,1,"2023-03-26",1
"A-22f2df","Company_106","DevTools","US","2024-12-14","ads","Basic",3,"False","False",7451,89412,9,42,10.2142857142857,17,25,0.796296296296296,5,44.8,5,NA,0
"A-039727","Company_107","EdTech","AU","2024-11-02","organic","Pro",25,"False","False",36420,437040,15,74,10.3783783783784,32,33,0.813559322033898,0,0,0,"2024-12-22",1
"A-2e3bad","Company_108","FinTech","CA","2023-08-13","other","Pro",61,"False","False",45872,550464,10,45,9.66666666666667,26,25,0.978494623655914,5,31.4,2,"2024-03-30",1
"A-484819","Company_109","HealthTech","US","2023-02-21","organic","Pro",18,"False","False",20604,247248,8,33,10.1818181818182,20,22,1.00943396226415,5,33.2,3,"2023-12-29",1
"A-484819","Company_109","HealthTech","US","2023-02-21","organic","Pro",18,"False","False",20604,247248,8,33,10.1818181818182,20,22,1.00943396226415,5,33.2,3,"2023-06-29",1
"A-425e76","Company_110","DevTools","UK","2023-05-17","other","Enterprise",8,"False","True",17111,205332,11,48,9.125,24,29,1.18518518518519,5,48.2,3,"2023-09-03",1
"A-425e76","Company_110","DevTools","UK","2023-05-17","other","Enterprise",8,"False","True",17111,205332,11,48,9.125,24,29,1.18518518518519,5,48.2,3,"2023-08-10",1
"A-425e76","Company_110","DevTools","UK","2023-05-17","other","Enterprise",8,"False","True",17111,205332,11,48,9.125,24,29,1.18518518518519,5,48.2,3,"2023-12-25",1
"A-425e76","Company_110","DevTools","UK","2023-05-17","other","Enterprise",8,"False","True",17111,205332,11,48,9.125,24,29,1.18518518518519,5,48.2,3,"2024-10-22",1
"A-e83938","Company_111","DevTools","UK","2023-11-21","other","Pro",2,"True","True",7503,90036,8,31,8.58064516129032,18,22,1.06024096385542,4,31,0,"2024-02-19",1
"A-e83938","Company_111","DevTools","UK","2023-11-21","other","Pro",2,"True","True",7503,90036,8,31,8.58064516129032,18,22,1.06024096385542,4,31,0,"2024-08-11",1
"A-e83938","Company_111","DevTools","UK","2023-11-21","other","Pro",2,"True","True",7503,90036,8,31,8.58064516129032,18,22,1.06024096385542,4,31,0,"2024-12-29",1
"A-ad296b","Company_112","DevTools","AU","2024-07-15","event","Pro",38,"False","False",18430,221160,6,31,9.48387096774194,12,24,1.21951219512195,3,28.3333333333333,2,NA,0
"A-e51ec7","Company_113","FinTech","CA","2023-09-23","partner","Enterprise",2,"False","False",24076,288912,8,40,10.425,18,26,0.904761904761905,3,37,1,"2024-01-29",1
"A-e51ec7","Company_113","FinTech","CA","2023-09-23","partner","Enterprise",2,"False","False",24076,288912,8,40,10.425,18,26,0.904761904761905,3,37,1,"2024-04-07",1
"A-e51ec7","Company_113","FinTech","CA","2023-09-23","partner","Enterprise",2,"False","False",24076,288912,8,40,10.425,18,26,0.904761904761905,3,37,1,"2024-01-15",1
"A-0aaf6e","Company_114","FinTech","US","2024-05-11","organic","Enterprise",3,"False","False",24084,289008,9,57,10.5087719298246,39,25,0.981308411214953,5,45,1,NA,0
"A-e61e98","Company_115","FinTech","US","2023-10-20","partner","Enterprise",19,"False","True",13484,161808,9,56,9.41071428571429,25,32,0.776699029126214,6,30.3333333333333,2,"2024-10-19",1
"A-92a333","Company_116","FinTech","US","2023-03-24","event","Enterprise",9,"False","False",10659,127908,6,36,10.1111111111111,30,22,1,4,23.25,1,NA,0
"A-95b24a","Company_117","FinTech","US","2023-06-06","event","Pro",38,"False","True",25034,300408,11,62,9.85483870967742,34,32,1.03409090909091,5,21.2,4,NA,0
"A-42e5e1","Company_118","DevTools","US","2024-07-09","ads","Pro",1,"False","True",8916,106992,7,41,10.0243902439024,41,24,0.810810810810811,3,29,2,"2024-10-04",1
"A-7d514c","Company_119","HealthTech","DE","2024-02-03","organic","Enterprise",17,"False","False",24274,291288,9,48,10.4583333333333,30,30,1.19047619047619,3,33.3333333333333,2,NA,0
"A-65aeb5","Company_120","DevTools","US","2024-01-25","partner","Pro",9,"False","False",34392,412704,12,55,9.69090909090909,40,30,1.2183908045977,2,42.5,1,"2024-02-27",1
"A-65aeb5","Company_120","DevTools","US","2024-01-25","partner","Pro",9,"False","False",34392,412704,12,55,9.69090909090909,40,30,1.2183908045977,2,42.5,1,"2024-12-02",1
"A-e2cd1b","Company_121","DevTools","US","2024-02-04","other","Enterprise",15,"False","False",12548,150576,9,49,9.48979591836735,18,29,0.85,5,37.8,3,NA,0
"A-180abf","Company_122","DevTools","US","2023-08-14","event","Pro",64,"False","True",37312,447744,9,48,10.3958333333333,28,29,0.916666666666667,3,36.3333333333333,0,"2023-12-04",1
"A-180abf","Company_122","DevTools","US","2023-08-14","event","Pro",64,"False","True",37312,447744,9,48,10.3958333333333,28,29,0.916666666666667,3,36.3333333333333,0,"2024-09-12",1
"A-180abf","Company_122","DevTools","US","2023-08-14","event","Pro",64,"False","True",37312,447744,9,48,10.3958333333333,28,29,0.916666666666667,3,36.3333333333333,0,"2024-03-09",1
"A-180abf","Company_122","DevTools","US","2023-08-14","event","Pro",64,"False","True",37312,447744,9,48,10.3958333333333,28,29,0.916666666666667,3,36.3333333333333,0,"2024-05-08",1
"A-180abf","Company_122","DevTools","US","2023-08-14","event","Pro",64,"False","True",37312,447744,9,48,10.3958333333333,28,29,0.916666666666667,3,36.3333333333333,0,"2024-05-04",1
"A-f17767","Company_123","DevTools","US","2023-01-30","event","Enterprise",1,"True","True",16139,193668,14,69,10.3333333333333,38,35,1.21111111111111,3,36.3333333333333,2,"2023-05-03",1
"A-5a184f","Company_124","DevTools","DE","2023-06-19","other","Enterprise",1,"False","True",20683,248196,10,57,10.2982456140351,29,30,1.00934579439252,3,15.3333333333333,1,"2024-03-19",1
"A-5a184f","Company_124","DevTools","DE","2023-06-19","other","Enterprise",1,"False","True",20683,248196,10,57,10.2982456140351,29,30,1.00934579439252,3,15.3333333333333,1,"2024-09-11",1
"A-5a184f","Company_124","DevTools","DE","2023-06-19","other","Enterprise",1,"False","True",20683,248196,10,57,10.2982456140351,29,30,1.00934579439252,3,15.3333333333333,1,"2023-07-23",1
"A-7df7a7","Company_125","DevTools","US","2023-01-28","organic","Basic",7,"False","True",29155,349860,15,91,10.1318681318681,47,36,0.961904761904762,3,28,3,"2024-07-10",1
"A-1ac5e0","Company_126","DevTools","US","2024-10-20","event","Basic",33,"False","True",18249,218988,10,56,9.96428571428571,31,31,0.792792792792793,7,40.4285714285714,4,NA,0
"A-52dd88","Company_127","Cybersecurity","US","2023-02-21","ads","Pro",23,"False","False",16592,199104,11,50,10.32,33,28,0.951923076923077,1,72,0,NA,0
"A-bece89","Company_128","Cybersecurity","IN","2023-12-01","event","Pro",26,"False","False",19250,231000,6,19,9.26315789473684,13,16,0.9375,4,32.5,2,"2024-07-27",1
"A-bece89","Company_128","Cybersecurity","IN","2023-12-01","event","Pro",26,"False","False",19250,231000,6,19,9.26315789473684,13,16,0.9375,4,32.5,2,"2023-12-16",1
"A-029f69","Company_129","Cybersecurity","CA","2024-03-07","event","Basic",3,"False","False",14638,175656,16,84,9.39285714285714,42,37,0.989690721649485,2,42,1,"2024-12-14",1
"A-029f69","Company_129","Cybersecurity","CA","2024-03-07","event","Basic",3,"False","False",14638,175656,16,84,9.39285714285714,42,37,0.989690721649485,2,42,1,"2024-06-17",1
"A-029f69","Company_129","Cybersecurity","CA","2024-03-07","event","Basic",3,"False","False",14638,175656,16,84,9.39285714285714,42,37,0.989690721649485,2,42,1,"2024-10-31",1
"A-5c046d","Company_130","EdTech","FR","2024-07-06","partner","Basic",93,"False","False",83886,1006632,8,46,10.3260869565217,23,27,0.886792452830189,1,13,0,NA,0
"A-fb186e","Company_131","EdTech","IN","2024-10-27","organic","Basic",29,"False","False",5771,69252,3,20,10.35,7,15,1.03921568627451,6,26.1666666666667,2,NA,0
"A-ae052e","Company_132","FinTech","CA","2023-09-11","other","Basic",39,"False","False",7693,92316,6,29,10.3448275862069,12,24,0.933333333333333,4,31.25,2,"2024-11-13",1
"A-ae052e","Company_132","FinTech","CA","2023-09-11","other","Basic",39,"False","False",7693,92316,6,29,10.3448275862069,12,24,0.933333333333333,4,31.25,2,"2024-10-17",1
"A-ae052e","Company_132","FinTech","CA","2023-09-11","other","Basic",39,"False","False",7693,92316,6,29,10.3448275862069,12,24,0.933333333333333,4,31.25,2,"2023-10-07",1
"A-ae052e","Company_132","FinTech","CA","2023-09-11","other","Basic",39,"False","False",7693,92316,6,29,10.3448275862069,12,24,0.933333333333333,4,31.25,2,"2024-12-14",1
"A-9f9299","Company_133","FinTech","US","2023-09-02","organic","Enterprise",28,"True","False",42403,508836,15,85,9.76470588235294,54,37,0.65891472868217,5,36.2,2,"2024-03-24",1
"A-9f9299","Company_133","FinTech","US","2023-09-02","organic","Enterprise",28,"True","False",42403,508836,15,85,9.76470588235294,54,37,0.65891472868217,5,36.2,2,"2024-10-08",1
"A-96e141","Company_134","DevTools","UK","2023-08-12","partner","Basic",14,"False","False",15468,185616,7,36,9.61111111111111,19,26,1.03260869565217,5,32.8,3,"2024-07-22",1
"A-96e141","Company_134","DevTools","UK","2023-08-12","partner","Basic",14,"False","False",15468,185616,7,36,9.61111111111111,19,26,1.03260869565217,5,32.8,3,"2024-09-22",1
"A-117171","Company_135","HealthTech","FR","2024-09-12","organic","Basic",45,"False","True",12015,144180,5,21,9.90476190476191,11,15,0.801801801801802,6,32.5,2,"2024-10-13",1
"A-117171","Company_135","HealthTech","FR","2024-09-12","organic","Basic",45,"False","True",12015,144180,5,21,9.90476190476191,11,15,0.801801801801802,6,32.5,2,"2024-10-22",1
"A-117171","Company_135","HealthTech","FR","2024-09-12","organic","Basic",45,"False","True",12015,144180,5,21,9.90476190476191,11,15,0.801801801801802,6,32.5,2,"2024-11-14",1
"A-313be3","Company_136","EdTech","US","2023-11-15","partner","Enterprise",47,"True","False",19006,228072,11,57,9.82456140350877,40,33,0.939393939393939,4,22.5,3,"2024-03-23",1
"A-313be3","Company_136","EdTech","US","2023-11-15","partner","Enterprise",47,"True","False",19006,228072,11,57,9.82456140350877,40,33,0.939393939393939,4,22.5,3,"2023-12-09",1
"A-671f31","Company_137","DevTools","US","2024-11-24","ads","Basic",59,"False","False",30385,364620,6,17,9.82352941176471,16,13,0.833333333333333,7,33,5,NA,0
"A-bbc346","Company_138","FinTech","US","2024-08-29","partner","Enterprise",19,"False","False",33122,397464,13,62,10.4838709677419,37,34,0.934579439252336,3,45.3333333333333,1,"2024-10-31",1
"A-bbc346","Company_138","FinTech","US","2024-08-29","partner","Enterprise",19,"False","False",33122,397464,13,62,10.4838709677419,37,34,0.934579439252336,3,45.3333333333333,1,"2024-11-03",1
"A-c16101","Company_139","EdTech","IN","2024-09-06","other","Basic",7,"False","False",12422,149064,10,55,10.2,29,31,1.07142857142857,4,28,4,"2024-11-13",1
"A-c16101","Company_139","EdTech","IN","2024-09-06","other","Basic",7,"False","False",12422,149064,10,55,10.2,29,31,1.07142857142857,4,28,4,"2024-12-19",1
"A-50f3f7","Company_140","HealthTech","US","2023-12-22","partner","Basic",31,"False","True",44077,528924,15,72,9.51388888888889,45,30,0.920792079207921,6,37.8333333333333,2,NA,0
"A-7da956","Company_141","Cybersecurity","US","2024-06-02","event","Pro",13,"True","False",10963,131556,12,51,10.6470588235294,35,28,0.954128440366973,3,32.6666666666667,1,NA,0
"A-019782","Company_142","DevTools","FR","2023-04-19","event","Enterprise",11,"False","False",8353,100236,9,55,10.2181818181818,30,28,1.07777777777778,2,10,2,NA,0
"A-df10db","Company_143","DevTools","US","2023-06-06","other","Enterprise",2,"True","False",11730,140760,11,64,10.890625,40,31,1.09433962264151,2,68.5,0,"2024-07-12",1
"A-df10db","Company_143","DevTools","US","2023-06-06","other","Enterprise",2,"True","False",11730,140760,11,64,10.890625,40,31,1.09433962264151,2,68.5,0,"2024-05-19",1
"A-3932db","Company_144","HealthTech","CA","2023-10-04","other","Pro",19,"True","True",14087,169044,9,46,9.43478260869565,28,28,1.04210526315789,6,41,3,NA,0
"A-4f18f0","Company_145","DevTools","CA","2024-04-21","other","Pro",24,"True","False",30264,363168,12,57,9.54385964912281,25,33,0.98876404494382,5,39.2,2,"2024-12-01",1
"A-4f18f0","Company_145","DevTools","CA","2024-04-21","other","Pro",24,"True","False",30264,363168,12,57,9.54385964912281,25,33,0.98876404494382,5,39.2,2,"2024-05-27",1
"A-4c6f11","Company_146","FinTech","CA","2023-11-27","organic","Pro",24,"True","True",7586,91032,5,24,11.1666666666667,4,20,1.11607142857143,3,44.6666666666667,3,"2024-06-29",1
"A-4c6f11","Company_146","FinTech","CA","2023-11-27","organic","Pro",24,"True","True",7586,91032,5,24,11.1666666666667,4,20,1.11607142857143,3,44.6666666666667,3,"2024-10-18",1
"A-8ae05d","Company_147","FinTech","IN","2024-04-06","other","Enterprise",86,"False","False",26230,314760,7,20,10.15,10,16,1.42857142857143,1,47,1,"2024-08-30",1
"A-b78bf8","Company_148","DevTools","US","2024-11-15","event","Pro",33,"False","False",22423,269076,8,42,10.0238095238095,11,24,1.01941747572816,5,24.2,3,"2024-12-06",1
"A-eafc6e","Company_149","DevTools","US","2023-07-06","partner","Pro",27,"False","True",16229,194748,7,32,9.375,15,23,1,1,64,0,"2023-07-31",1
"A-eafc6e","Company_149","DevTools","US","2023-07-06","partner","Pro",27,"False","True",16229,194748,7,32,9.375,15,23,1,1,64,0,"2024-12-12",1
"A-37f969","Company_150","HealthTech","IN","2023-10-14","partner","Enterprise",30,"False","False",22959,275508,8,32,9.75,14,25,0.956989247311828,5,22.2,2,"2024-06-25",1
"A-37f969","Company_150","HealthTech","IN","2023-10-14","partner","Enterprise",30,"False","False",22959,275508,8,32,9.75,14,25,0.956989247311828,5,22.2,2,"2024-12-12",1
"A-37f969","Company_150","HealthTech","IN","2023-10-14","partner","Enterprise",30,"False","False",22959,275508,8,32,9.75,14,25,0.956989247311828,5,22.2,2,"2024-02-12",1
"A-37f969","Company_150","HealthTech","IN","2023-10-14","partner","Enterprise",30,"False","False",22959,275508,8,32,9.75,14,25,0.956989247311828,5,22.2,2,"2024-11-03",1
"A-10b8f2","Company_151","HealthTech","DE","2023-01-11","organic","Basic",47,"True","False",30719,368628,12,56,10,23,29,0.680327868852459,3,46.3333333333333,1,"2024-06-04",1
"A-439b2f","Company_152","DevTools","US","2024-02-21","ads","Enterprise",1,"False","True",1796,21552,6,20,8.55,5,14,0.89010989010989,3,18.3333333333333,2,"2024-11-18",1
"A-439b2f","Company_152","DevTools","US","2024-02-21","ads","Enterprise",1,"False","True",1796,21552,6,20,8.55,5,14,0.89010989010989,3,18.3333333333333,2,"2024-08-02",1
"A-544d0a","Company_153","DevTools","US","2024-05-02","organic","Basic",2,"True","False",18492,221904,10,47,10.8510638297872,22,27,0.982142857142857,2,38.5,1,NA,0
"A-ba6516","Company_154","FinTech","US","2023-10-29","ads","Pro",27,"False","False",28379,340548,13,60,10.7,32,31,0.907563025210084,6,31.5,1,"2024-03-17",1
"A-712426","Company_155","HealthTech","US","2024-11-10","other","Enterprise",9,"False","False",11197,134364,15,70,9.94285714285714,31,32,0.941747572815534,6,37.3333333333333,2,"2024-12-23",1
"A-712426","Company_155","HealthTech","US","2024-11-10","other","Enterprise",9,"False","False",11197,134364,15,70,9.94285714285714,31,32,0.941747572815534,6,37.3333333333333,2,"2024-11-26",1
"A-712426","Company_155","HealthTech","US","2024-11-10","other","Enterprise",9,"False","False",11197,134364,15,70,9.94285714285714,31,32,0.941747572815534,6,37.3333333333333,2,"2024-11-21",1
"A-038089","Company_156","DevTools","FR","2023-12-19","other","Pro",5,"False","True",2104,25248,3,20,10.5,15,15,0.990566037735849,6,30.1666666666667,2,"2024-12-25",1
"A-038089","Company_156","DevTools","FR","2023-12-19","other","Pro",5,"False","True",2104,25248,3,20,10.5,15,15,0.990566037735849,6,30.1666666666667,2,"2024-10-21",1
"A-afa505","Company_157","DevTools","US","2023-12-27","partner","Basic",70,"True","False",66010,792120,9,51,9.94117647058824,28,33,1.29113924050633,4,37.25,2,"2024-03-02",1
"A-d5a319","Company_158","FinTech","US","2023-05-04","other","Enterprise",15,"False","True",37847,454164,12,59,10.2372881355932,43,32,1.06451612903226,1,17,0,NA,0
"A-f97b9a","Company_159","FinTech","US","2023-07-09","event","Pro",16,"False","False",23833,285996,11,56,10.0178571428571,33,29,0.885964912280702,7,31.7142857142857,3,NA,0
"A-2f6a32","Company_160","HealthTech","US","2024-08-26","organic","Basic",19,"False","False",7513,90156,11,66,9.90909090909091,46,32,0.941747572815534,2,41,0,NA,0
"A-856b1e","Company_161","FinTech","US","2023-10-31","partner","Basic",19,"False","False",6321,75852,6,23,10,24,17,1.0752688172043,5,36,0,NA,0
"A-17939a","Company_162","HealthTech","US","2024-12-26","organic","Basic",1,"False","False",9669,116028,11,47,9.36170212765957,43,25,1.27848101265823,7,38,5,NA,0
"A-d27f50","Company_163","Cybersecurity","UK","2024-07-20","ads","Enterprise",44,"False","False",44815,537780,12,50,9.62,31,29,0.777777777777778,4,37.5,2,NA,0
"A-e36807","Company_164","EdTech","AU","2024-05-17","other","Pro",6,"False","False",12569,150828,10,49,9.10204081632653,27,27,1.05952380952381,2,41,1,NA,0
"A-ff79f2","Company_165","DevTools","US","2024-04-25","ads","Basic",8,"False","True",27873,334476,9,41,9.58536585365854,12,24,0.83,2,50,0,NA,0
"A-5b1bcd","Company_166","DevTools","US","2023-09-16","organic","Pro",73,"False","False",133298,1599576,15,86,10.1046511627907,54,34,1.06122448979592,4,43.25,3,"2024-08-07",1
"A-71615e","Company_167","EdTech","US","2024-05-18","organic","Basic",15,"False","False",40713,488556,13,62,10,41,29,1.21518987341772,1,49,0,"2024-07-16",1
"A-794a0b","Company_168","HealthTech","DE","2023-06-02","organic","Basic",23,"False","False",10575,126900,7,38,9.13157894736842,31,28,1.30952380952381,0,0,0,"2024-09-09",1
"A-86902e","Company_169","HealthTech","IN","2023-05-02","other","Enterprise",34,"False","False",36041,432492,10,63,9.96825396825397,36,32,0.833333333333333,9,40.8888888888889,4,"2024-12-07",1
"A-0532a9","Company_170","FinTech","IN","2024-09-25","event","Pro",19,"False","False",15161,181932,10,54,9.61111111111111,30,30,1.12941176470588,8,30.75,1,"2024-10-09",1
"A-9779ad","Company_171","Cybersecurity","AU","2024-03-29","event","Pro",40,"True","True",51680,620160,10,43,9.6046511627907,25,29,1.15384615384615,3,20.6666666666667,2,"2024-04-17",1
"A-9779ad","Company_171","Cybersecurity","AU","2024-03-29","event","Pro",40,"True","True",51680,620160,10,43,9.6046511627907,25,29,1.15384615384615,3,20.6666666666667,2,"2024-08-11",1
"A-9779ad","Company_171","Cybersecurity","AU","2024-03-29","event","Pro",40,"True","True",51680,620160,10,43,9.6046511627907,25,29,1.15384615384615,3,20.6666666666667,2,"2024-08-03",1
"A-f45426","Company_172","HealthTech","US","2024-08-05","organic","Basic",9,"False","False",17289,207468,11,61,10.2295081967213,49,33,0.953271028037383,3,17,2,"2024-11-13",1
"A-f45426","Company_172","HealthTech","US","2024-08-05","organic","Basic",9,"False","False",17289,207468,11,61,10.2295081967213,49,33,0.953271028037383,3,17,2,"2024-08-05",1
"A-c1e51e","Company_173","FinTech","US","2024-10-02","organic","Basic",3,"False","False",23905,286860,10,50,10.36,36,28,0.844036697247706,5,40,5,"2024-11-09",1
"A-c1e51e","Company_173","FinTech","US","2024-10-02","organic","Basic",3,"False","False",23905,286860,10,50,10.36,36,28,0.844036697247706,5,40,5,"2024-12-20",1
"A-fa3095","Company_174","FinTech","US","2023-09-03","ads","Basic",70,"False","False",69230,830760,12,59,10.1694915254237,42,31,1.10204081632653,5,49.2,3,"2023-12-23",1
"A-ad64c6","Company_175","DevTools","UK","2024-02-23","event","Pro",12,"False","False",14708,176496,6,20,10.75,18,16,0.878260869565217,4,34,2,"2024-07-29",1
"A-ad64c6","Company_175","DevTools","UK","2024-02-23","event","Pro",12,"False","False",14708,176496,6,20,10.75,18,16,0.878260869565217,4,34,2,"2024-07-03",1
"A-39b19f","Company_176","FinTech","US","2023-02-03","partner","Enterprise",1,"False","False",21237,254844,11,55,9.63636363636364,37,30,0.924528301886792,6,47.8333333333333,3,"2023-03-11",1
"A-56962b","Company_177","EdTech","UK","2024-04-09","partner","Enterprise",163,"False","False",54605,655260,7,29,9.3448275862069,25,16,1,4,37.5,1,"2024-07-27",1
"A-56962b","Company_177","EdTech","UK","2024-04-09","partner","Enterprise",163,"False","False",54605,655260,7,29,9.3448275862069,25,16,1,4,37.5,1,"2024-08-26",1
"A-e60f9d","Company_178","FinTech","US","2024-08-26","other","Basic",29,"False","False",50817,609804,15,62,10.1451612903226,24,30,1.08910891089109,2,70.5,2,NA,0
"A-88c6ca","Company_179","FinTech","DE","2024-10-25","ads","Basic",5,"False","True",6449,77388,7,43,10.3720930232558,19,27,1.03703703703704,1,56,1,NA,0
"A-158f4e","Company_180","FinTech","IN","2023-03-03","other","Enterprise",61,"False","False",43859,526308,12,49,9.24489795918367,29,32,1.07865168539326,5,27.6,3,"2023-03-05",1
"A-158f4e","Company_180","FinTech","IN","2023-03-03","other","Enterprise",61,"False","False",43859,526308,12,49,9.24489795918367,29,32,1.07865168539326,5,27.6,3,"2024-12-04",1
"A-5b051a","Company_181","Cybersecurity","US","2024-08-05","event","Enterprise",22,"False","False",2332,27984,4,16,10.6875,17,14,1.13,1,2,1,NA,0
"A-296d7c","Company_182","DevTools","DE","2023-11-08","other","Enterprise",2,"False","False",1989,23868,7,33,10.8181818181818,18,21,1.23157894736842,5,50.4,2,"2024-11-04",1
"A-1619f8","Company_183","DevTools","US","2024-05-20","organic","Pro",29,"False","False",19790,237480,7,42,10.2857142857143,26,27,1.04854368932039,3,42,1,"2024-06-03",1
"A-1619f8","Company_183","DevTools","US","2024-05-20","organic","Pro",29,"False","False",19790,237480,7,42,10.2857142857143,26,27,1.04854368932039,3,42,1,"2024-07-19",1
"A-1619f8","Company_183","DevTools","US","2024-05-20","organic","Pro",29,"False","False",19790,237480,7,42,10.2857142857143,26,27,1.04854368932039,3,42,1,"2024-09-21",1
"A-a1b80b","Company_184","HealthTech","US","2023-11-27","organic","Basic",16,"False","False",34589,415068,16,72,10.4027777777778,48,33,1.13725490196078,4,41,1,"2024-07-11",1
"A-139c3b","Company_185","HealthTech","US","2024-11-21","organic","Enterprise",10,"True","True",9027,108324,8,44,10.8636363636364,16,27,0.88135593220339,9,28.4444444444444,4,NA,0
"A-702032","Company_186","HealthTech","US","2023-10-03","ads","Pro",28,"False","False",8540,102480,6,26,10.9615384615385,15,19,1.00909090909091,4,26,1,"2024-04-18",1
"A-702032","Company_186","HealthTech","US","2023-10-03","ads","Pro",28,"False","False",8540,102480,6,26,10.9615384615385,15,19,1.00909090909091,4,26,1,"2024-06-14",1
"A-7a0d69","Company_187","DevTools","DE","2024-06-15","ads","Enterprise",4,"True","True",10362,124344,11,61,9.9344262295082,31,31,1,2,29,2,"2024-07-09",1
"A-7a0d69","Company_187","DevTools","DE","2024-06-15","ads","Enterprise",4,"True","True",10362,124344,11,61,9.9344262295082,31,31,1,2,29,2,"2024-12-05",1
"A-7a0d69","Company_187","DevTools","DE","2024-06-15","ads","Enterprise",4,"True","True",10362,124344,11,61,9.9344262295082,31,31,1,2,29,2,"2024-12-29",1
"A-22d9d2","Company_188","DevTools","FR","2024-03-22","event","Pro",8,"False","False",18746,224952,14,75,10.4266666666667,43,35,1.00909090909091,6,16,4,"2024-10-17",1
"A-b9eed8","Company_189","Cybersecurity","US","2024-02-23","organic","Basic",11,"False","False",16577,198924,11,61,10.2131147540984,55,29,1,5,29.2,2,"2024-04-23",1
"A-dfbd31","Company_190","DevTools","UK","2023-12-04","partner","Enterprise",14,"False","False",25079,300948,14,54,11.0925925925926,19,27,0.97029702970297,6,29.6666666666667,3,"2024-12-19",1
"A-dfbd31","Company_190","DevTools","UK","2023-12-04","partner","Enterprise",14,"False","False",25079,300948,14,54,11.0925925925926,19,27,0.97029702970297,6,29.6666666666667,3,"2024-01-01",1
"A-8e47ca","Company_191","HealthTech","US","2024-02-15","organic","Pro",19,"False","False",28120,337440,9,46,9.58695652173913,35,29,0.923076923076923,5,33.4,3,"2024-06-01",1
"A-8e47ca","Company_191","HealthTech","US","2024-02-15","organic","Pro",19,"False","False",28120,337440,9,46,9.58695652173913,35,29,0.923076923076923,5,33.4,3,"2024-09-18",1
"A-8e47ca","Company_191","HealthTech","US","2024-02-15","organic","Pro",19,"False","False",28120,337440,9,46,9.58695652173913,35,29,0.923076923076923,5,33.4,3,"2024-12-31",1
"A-4437e4","Company_192","Cybersecurity","US","2023-09-16","event","Enterprise",3,"False","False",17831,213972,16,83,9.71084337349398,43,37,1.09782608695652,6,34.6666666666667,3,"2024-06-21",1
"A-779e4e","Company_193","HealthTech","US","2023-01-02","organic","Basic",5,"False","False",28081,336972,10,44,8.93181818181818,20,28,1.02197802197802,5,26.6,4,NA,0
"A-53f4e3","Company_194","Cybersecurity","UK","2024-06-14","event","Enterprise",13,"False","False",15072,180864,10,44,9.31818181818182,45,29,1.05376344086022,5,28.6,5,"2024-12-06",1
"A-692f18","Company_195","EdTech","US","2024-03-28","other","Basic",5,"True","True",30550,366600,17,87,10.0114942528736,55,36,0.86734693877551,2,37.5,1,"2024-12-23",1
"A-13466a","Company_196","DevTools","AU","2023-10-22","event","Basic",2,"False","True",13343,160116,6,22,9.31818181818182,14,17,0.96969696969697,3,32.3333333333333,2,"2024-04-18",1
"A-13466a","Company_196","DevTools","AU","2023-10-22","event","Basic",2,"False","True",13343,160116,6,22,9.31818181818182,14,17,0.96969696969697,3,32.3333333333333,2,"2023-11-18",1
"A-1986ca","Company_197","HealthTech","IN","2023-01-30","ads","Pro",20,"False","False",27661,331932,7,37,9.78378378378378,23,26,0.969387755102041,7,36.5714285714286,5,NA,0
"A-0cc442","Company_198","EdTech","US","2024-07-18","organic","Basic",45,"False","False",61935,743220,13,77,9.93506493506493,41,34,0.97,3,37,1,"2024-10-23",1
"A-0cc442","Company_198","EdTech","US","2024-07-18","organic","Basic",45,"False","False",61935,743220,13,77,9.93506493506493,41,34,0.97,3,37,1,"2024-07-20",1
"A-0cc442","Company_198","EdTech","US","2024-07-18","organic","Basic",45,"False","False",61935,743220,13,77,9.93506493506493,41,34,0.97,3,37,1,"2024-09-26",1
